Producto,Descripcion,Categoria,Response
Cámara de seguridad Wi-Fi* / Ethernet Full HD fija para exterior tipo mini bala,¡Vigila y monitorea desde tu celular!,Otros,[]
"Micrófono para PC o laptop, con cuello flexible","Utilízalo en programas de chat, podcasts o grabación de videos en internet",Otros,[]
Mini linterna de luz UV,"Detecta billetes falsos, en cualquier momento, Con esta linterna podrás detectar billetes falsos que intenten darte, en cualquier momento.",Otros,[]
"Modulador fijo con filtro SAW, para canal D (17)","Modulador fijo de Audio/Video para el canal D (17), con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 870 MHz, impedancia de salida de 75 Ω y relación Audio/Video de -10 a -20 dB (ajustable).",Otros,[]
"Multivisor HDMI de 4 entradas, con control remoto","Ve diferentes imágenes de diferentes fuentes HDMI, al mismo tiempo, Este multivisor es ideal para usar en negocios, oficinas de vigilancia o cuartos de IT, donde se requiere ver diferentes imágenes al mismo tiempo y no hay suficiente espacio para tener varias pantallas.",Otros,[]
Cable USB C a micro USB 3.0 de 1 m,"¡Transfiere datos a máxima velocidad!, !Transfiere datos a máxima velocidad!",Otros,[]
"Divisor de 6 salidas verticales, 1 GHz, 5-1000 MHz, con caja soldada","Divisor (Splitter) de 1 GHz, 6 salidas verticales de 75 Ohms, con caja soldada, para señal UHF/VHF/FM y CATV de 5 a 1000 MHz, pérdida por inserción de 9,2 a 11,2 dB, pérdida por retorno de 18 a 24 dB, construcción interna con múltiples capacitores para mejorar la respuesta, caja de aleación de plata/zinc muy resistente a la corrosión, roscas maquinadas a precisión e incluye tornillos para montaje.",Otros,[]
"Antena CPE Wi-Fi de largo alcance 23 dBi 5 GHz, para exterior","Lleva la señal Wi-Fi realmente a larga distancia de una forma sencilla y estable, Lleva la señal Wi-Fi realmente a larga distancia de una forma sencilla y estable.",Otros,[]
"Acoplador direccional tipo ""T"", de 16 dB de atenuación, con caja soldada","Acoplador direccional Digital Ready tipo ""T"", de 1 GHz, con derivación (Tap) de 16 dB y caja soldada. Tiene un rango de operación de 5 a 1000 MHz, es para uso en exteriores, diseñado para montaje en pared y cuenta con blindaje contra interferencia electromagnética (EMI) &gt;-130 dBmV.",Otros,[]
Adaptador con conector hembra RCA a macho BNC,"Adaptador con conector hembra (jack) RCA a macho (plug) BNC, con acabado niquelado.",Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal ""Q""","Modulador fijo de Audio/Video para el canal Q, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
Mini bocina Bluetooth* con forma de balón,¡Reproduce tus canciones con un estilo totalmente diferente!,Otros,[]
"Adaptador elite de plug 2,5 mm a jack 3,5 mm, estéreo","Adaptador de conector macho (plug) 2,5 mm a conector hembra (jack) 3,5 mm, estéreo. Con acabado dorado de 24 K.",Otros,[]
Micrófono doble de solapa con plug USB C,Graba audio de gran claridad con este micrófono para celular,Otros,[]
Mini antena UHF aérea de 3 elementos HD,"Ideal para zonas libres de obstáculos, Recibe en tu pantalla los canales HD con esta antena hdtv UHF. Gracias a su diseño y tamaño compacto su instalación será muy sencilla.",Otros,[]
Repetidor de largo alcance para radios intercomunicadores,Tu red de comunicación al doble de distancia,Otros,[]
Cable USB a Lightning con conector a 90° de 1 m,"Made for iPhone / iPad / iPod: Total compatibilidad sin importar actualizaciones en iOS, Con este cable USB a Lightning recarga y sincroniza tus dispositivos.",Otros,[]
"Modulador fijo con filtro SAW, para canal 9","Modulador fijo de Audio/Video para el canal 9, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 870 MHz, impedancia de salida de 75 Ω y relación Audio/Video de -10 a -20 dB (ajustable).",Otros,[]
Carátula para apagador touch Wi-Fi* SHOME-211,"Dales un estilo diferente a tus apagadores touch Smart, Dales un estilo diferente a tus apagadores touch inteligentes con esta carátula.",Otros,[]
"Micrófono 3,5 mm de solapa para celular","Haz grabaciones de audio con tu celular sin tenerlo en la mano, Con este micrófono de solapa obtén una solución rápida y sencilla para realizar grabaciones en campo con tu celular o en casa con tu laptop, solo conéctalo a la salida de audífonos para utilizarlo.",Otros,[]
Sirena redonda de 15 Watts con 1 tono,"Sirena redonda de un tono constante a 112 dB, 15 Watts y alimentación de 12 Vcc. Mide 13,2 cm (5,2 pulgadas) de diámetro x 15 cm de alto y está fabricada en plástico ABS, color negro. Util para escuelas, oficinas o lugares abiertos.",Otros,[]
"Canaleta de PVC mediana, de 2 m","Canaleta de PVC rígido antiflama, con adhesivo de alta calidad, de 2 m de largo, diseñada para proteger cableado o alambrado en instalaciones eléctricas, de voz o datos. Se utiliza para cables de 10 x 20 mm.",Otros,[]
"Acoplador direccional con 2 Taps, 16 dB de atenuación, con caja soldada","Acoplador direccional de 1 GHz con dos derivaciones (Tap) de 16 dB de atenuación. Tiene un rango de operación de 5 a 1000 MHz, para uso en interiores y exteriores, su caja es soldada y cuenta con blindaje contra interferencia electromagnética (EMI) &gt; -130 dB",Otros,[]
"Cable Ethernet UTP CAT 6, de 7,6 m","Transmite voz y datos hasta a 1 000 Mbps, Este cable de red tiene 7,6 metros de longitud, por lo que podrás conectar a tu módem equipos como, computadoras de escritorio, laptops, Smart TV, Blu-ray o consolas de videojuegos, a larga distancia y disfrutar de una señal de Internet más estable.",Otros,[]
Filtro antipop profesional para micrófono,"Mayor calidad en tus grabaciones, ¡Mejora el audio, de forma profesional, al grabar tus audios!",Otros,[]
Micrófono con cabeza metálica,"Ideal para cantantes o conferencias, Micrófono dinámico (bobina móvil), unidireccional, de color negro. Recomendado para conferencistas y maestros. O arma la fiesta conectándolo a bafles amplificados para hacer karaoke con tu familia o amigos.",Otros,[]
"Adaptador de plug 6,3 mm a 2 jacks RCA, monoaural","Adaptador de dos conectores hembra (jack) RCA a un conector macho (plug) de 6,3 mm, monoaural.",Otros,[]
"Adaptador de plug 3,5 mm a jack 6,3 mm, monoaural","Adaptador de conector hembra (jack) 6,3 mm a conector macho (plug) 3,5 mm, monoaural.",Otros,[]
Tarjetas RFID para control de acceso,"Perfectas para registrar usuarios sin usar contraseñas numéricas, Este juego de tarjetas de identificación por radiofrecuencia (RFID) son el complemento perfecto para el control de acceso modelo SEG-155, ya que con ellas podrás registrar usuarios sin necesidad de contraseñas numéricas.",Otros,[]
Kit de 2 radios intercomunicadores,"Comunicación directa y a gran distancia con todo tu equipo de trabajo o en campamentos con tu familia o amigos, Con estos radios (Walkie Talkie*) comunícate de forma efectiva durante excursiones, campamentos o cualquier actividad con tu familia y amigos, aun con grandes distancias de por medio.",Otros,[]
Sistema de 2 micrófonos inalámbricos VHF,"Ideal para conferencias o eventos escolares, Este sistema de micrófonos te ofrece gran poder de transmisión sin cables ya que logra un alcance máximo de 70 m sin perder la calidad del sonido. Es perfecto para conferencias o exposiciones, reuniones con público interactivo, maestros de ceremonias y en escuelas.",Otros,[]
Extensión eléctrica de 2 m con 2 contactos y cable tipo cordón,Dale un toque personalizado a la decoración de tu hogar o al espacio de la oficina con esta innovadora extensión en acabado textil que la hace super resistente.,Otros,[]
"Conector macho tipo BNC de enroscar, para cables RG59 y RG62","Conector macho (plug) tipo BNC de enroscar, para cable coaxial RG59 y RG62.",Otros,[]
"Combinador pasivo para 12 canales, para montaje en rack","Combinador pasivo para 12 canales, emplea acopladores direccionales para obtener un alto aislamiento entre puertos de entrada. Tiene un rango de frecuencia de 4 a 1000 MHz y pérdida por inserción de 18 dB. Para montaje en rack.",Otros,[]
"Cable plug 3,5 mm a 2 plug RCA de 1,8 m, ultradelgado y conectores reforzados","Cable de audio fabricado con las mejores técnicas y materiales para ser muy delgado y tener \xa0las mismas capacidades que cualquier cable robusto. Tiene un conector macho de 3,5 mm estéreo en un extremo y en el otro, dos conectores tipo RCA para los canales izquierdo y derecho. Con acabado oro Premium de alto rendimiento y cubierta metálica que ofrece un mayor blindaje y evita la interferencia, garantizando la correcta transmisión de audio entre sus equipos.",Otros,[]
Antena para radios Steren,", Antena para radios intercomunicadores (walkie Talkie*) de dos vías compatible con los modelos Steren RAD-510 / RAD-530 / RAD-610 / RAD-630 / RAD-710 / RAD-010. Permite reemplazar la antena original, es totalmente flexible y tiene recubrimiento plástico en color negro.",Otros,[]
Cámara de seguridad CCTV simulada (dummy) tipo bala,"Cámara simulada (dummy) tipo bala, para circuito cerrado de televisión (CCTV). Su gabinete tiene una apariencia muy realista y cuenta con LEDs infrarrojos simulados, lo que permite usarla fácilmente como una cámara de seguridad real y proteger de forma sencilla lugares clave de tu casa, oficina o negocio, sin necesidad de hacer instalaciones complicadas ni usar equipos de grabación.",Otros,[]
"Foco LED vintage Wi-Fi de 4,5 W","Iluminación decorativa vintage para tus espacios de actividad o relajación, ¡Convierte tu casa en una Smart Home y ambienta sus espacios con iluminación tenue vintage!",Otros,[]
Separador de audio HDMI con 2 salidas,"¡Separa el audio del contenido HDMI y disfruta sonido con más potencia!, Este dispositivo es la solución ideal, si lo que quieres es disfrutar contenido de video digital (HDMI*) con sonido separado; solo conéctalo a un amplificador o componente, para que el audio tenga mayor potencia.",Otros,[]
Adaptador plug USB C a jack USB 3.0,"¡Aprovecha al máximo tu conexión USB C!, No dejes de utilizar dispositivos USB tradicionales en tu laptop (Windows) o celular (Android), como memorias, discos duros externos, teclados, mouses, HUB o accesorios, este adaptador te permitirá; hacerlos compatibles con el nuevo conector USB C.",Otros,[]
"Adaptador elite de plug 6,3 mm a 2 jacks 6,3 mm, monoaural","Adaptador de conector macho (plug) de 6,3 mm a dos conectores hembra (jack) de 6,3 mm, monoaural. Con acabado dorado de 24 K.",Otros,[]
Cable USB a micro USB de 2 m,Recarga y sincroniza tus dispositivos,Otros,[]
Divisor con amplificador HDMI UHD 4K de 16 salidas,"Multiplica el contenido HDMI y envíalo hasta 16 pantallas al mismo tiempo, Este divisor es ideal para restaurantes, hoteles, salas de espera o cualquier lugar en donde se requiera ver la misma imagen en diferentes áreas al mismo tiempo.",Otros,[]
Convertidor de señal HDMI® a VGA,"Conecta equipos con salida HDMI® a pantallas o monitores que solo tengan entrada VGA, Con este convertidor, conecta tus dispositivos digitales con salida HDMI* (como DVD*, Blu-Ray* y más) a tus pantallas o monitores con entrada VGA.",Otros,[]
Unidad de 100 W para trompeta,"Úsala en cualquier tipo de trompetas, sin importar tamaño o marca",Otros,[]
"Acoplador direccional con 4 Taps, 16 dB de atenuación, con caja soldada","Acoplador direccional de 1 GHz con cuatro derivaciones (Tap) de 16 dB de atenuación. Tiene un rango de operación de 5 a 1000 MHz, para uso en interiores y exteriores, su caja es soldada y cuenta con blindaje contra interferencia electromagnética (EMI) &gt; -130 dB.",Otros,[]
Adaptador Wi-Fi* espejo de celular a TV,"Comparte fotos, vídeos, películas y más ¡De tu celular a la TV!, Disfruta, en alta definición, todo el contenido de tu smartphone o tablet en tu pantalla de TV.",Otros,[]
"Juego de 2 bocinas de 2 vías 240 W PMPO c/u con crossover, para plafón","Juego de 2 bocinas para plafón con crossover, 2 vías (woofer y tweeter) y 240 Watts de potencia PMPO. Ideales para sonorizar oficinas, salones y cualquier área con plafón.",Otros,[]
"Serie LED decorativa de 22 m con panel solar y batería recargable, para exterior","¡Iluminación LED automática durante la noche!, ¡Dale un toque decorativo lleno de calidez a ese espacio especial!",Otros,[]
"Cable coaxial RG59U, 75% malla de cobre sin estañar",", Cable coaxial RG59, de 75 Ohms y 75% de malla de cobre sin estañar, útil para sistemas de televisión abierta. Se vende por metro o en rollo de 305 m.",Otros,[]
"Cable UTP CAT5e, gris",", Cable para redes UTP (Par trenzado sin blindar) de Categoría 5e, color gris, con 4 pares calibre 24 AWG, útil para la transmisión de voz y datos a una velocidad de 1 Gbps (Giga bit por segundo). Se vende por metro o en rollo de 305 m.",Otros,[]
Limpiador universal para pantallas,Mantén tu pantalla libre de polvo y disfruta de imágenes siempre claras y nítidas con este kit limpiador.,Otros,[]
"Cable con plug 3.5 mm a 3 plugs RCA para videocámara, de 1,8 m","Cable para videocámara, con conector macho (plug) de 3,5 mm a 3 conectores macho (plug) RCA, con cubierta de PVC negro. Mide 1,8 m y se utiliza para ver en un monitor o televisión tu videocámara.",Otros,[]
"Acoplador direccional con 4 Taps, 27 dB de atenuación, con caja soldada","Acoplador direccional de 1 GHz con cuatro derivaciones (Tap) de 27 dB de atenuación. Tiene un rango de operación de 5 a 1000 MHz, para uso en interiores y exteriores, su caja es soldada y cuenta con blindaje contra interferencia electromagnética (EMI) &gt; -130 dB.",Otros,[]
"Repetidor Wi-Fi* 2,4 GHz (B/G/N), hasta 17 m de cobertura","Maximiza tu Wi-Fi para navegar en cualquier parte de tu casa u oficina, Con este repetidor Wi-Fi* (rompemuros) expande la cobertura de señal Wi-Fi* en tu casa, oficina o negocio a esos lugares en los cuales no tenías a acceso a ella.",Otros,[]
Selector HDMI de 4 entradas con control remoto,"¿Necesitas más puertos HDMI* en tu TV? Con este selector conecta hasta 4 diferentes equipos a una sola entrada HDMI* en tu pantalla, y con su control remoto elige a distancia cuál de ellos quieres ver.",Otros,[]
"Tubo organizador de cables, tipo espiral, negro",Haz que las conexiones sean estéticas y discretas al mismo tiempo que proteges los cables,Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal ""YY""","Modulador fijo de Audio/Video para el canal YY, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
"Cable RCA 2 plug a jack de 15 cm, ultradelgado","Adaptador duplex de audio, con dos conectores macho (plug) RCA a un conector hembra (jack) RCA. Su cable mide 15 cm.",Otros,[]
"Cinta mágica nano stick de gel doble cara, reutilizable de 3 m","Adhiere cualquier objeto a múltiples tipos de superficies, Adhiere cualquier objeto a múltiples tipos de superficies, con fuerza extrema y de forma mágica con esta nano cinta.",Otros,[]
"Cable HDMI 4K de fibra óptica, 30 m","Lleva la señal HDMI a larga distancia con máxima calidad de audio y video, Este cable HDMI transmite audio y video digital a larga distancia, para vivir la máxima experiencia en ultra alta definición, con tecnología de punta.",Otros,[]
Antena UHF aérea de 13 elementos HD,"Ve todos tus programas favoritos en HD con esta antena aérea, es ligera y muy fácil de instalar, Capta todos los canales disponibles en alta definición con esta antena hdtv.",Otros,[]
"Mástil para antena aérea, de 1.40 m","Utilizar varios mástiles para dar mayor altura a la antena, incrementa considerablemente su recepción",Otros,[]
"Cable HDMI®/TM 2.1 de ultra alta velocidad, de 2 m","Transmite contenido de audio y video digital en UHD (hasta 8K) a una super velocidad, Con este cable HDMI®, transmite contenido de audio y video digital en ultra alta definición (hasta 8K) a una super velocidad.",Otros,[]
"Cople jack a jack tipo F, de 2 GHz","Barril (cople) para unir conectores macho (plug) tipo ""F"". Diseñado para frecuencia de 2 GHz para Sistema de Distribución por Satélite (DBS), de 2,5 cm de longitud con terminación plana en la punta, aperturas de los puertos ""F"" reducidas, \xa0pérdida por retorno 10 dB mínimo a 2 GHz, baja pérdida por inserción 0,05 dB máximo.",Otros,[]
"Bocina inteligente de alta fidelidad ECHO STUDIO con Alexa*, negra","5 bocinas producen bajos potentes, rango medio dinámico y agudos nítidos. La tecnología Dolby Atmos agrega espacio, claridad y profundidad.",Otros,[]
"Acoplador direccional con 2 Taps, 6 dB de atenuación, con caja soldada","Acoplador direccional de 1 GHz con dos derivaciones (Tap) de 6 dB de atenuación. Tiene un rango de operación de 5 a 1000 MHz, para uso en interiores y exteriores, su caja es soldada y cuenta con blindaje contra interferencia electromagnética (EMI) &gt; -130 dB",Otros,[]
Audífonos Bluetooth* con cable reflejante y auriculares rubber,Escucha música y habla por teléfono sin tener que sacar tu celular.,Otros,[]
Bocina Bluetooth* mini Bazooka con reproductor USB/SD,"¡Diseño pensado para reforzar los sonidos graves!, Haz que tu música tenga más potencia con esta bocina Bluetooth*; su estructura con diseño Bass Reflex da refuerzo a los sonidos bajos para un audio superior.",Otros,[]
"Cable espiral plug a plug RJ9 de 2.1m, para auricular telefónico, negro","Cable telefónico en espiral, con 2 conectores macho (plug) de 4 hilos, para auricular. Mide 2,1 m y es de color negro.",Otros,[]
Alexa ECHO DOT 5a Gen negra más foco Wi-Fi y contacto Wi-Fi (ECHO DOT 5 GEN NE / SHOME-100 / SHOME-120),"Con esta bocina con Alexa, el foco y el contacto Wi-Fi comienza a hacer tu casa inteligente. Controla diferentes aparatos con tu voz creando rutinas que harán tu vida más fácil.",Otros,[]
"Canaleta de PVC grande, de 2 m",", Canaleta de PVC rígido antiflama, con adhesivo de alta calidad, de 2 m de largo, diseñada para proteger cableado o alambrado en instalaciones eléctricas, de voz o datos, en color blanco.",Otros,[]
"Cable plug 6,3 mm a jack Cannon de 6 m","Extensión para micrófono, con conector hembra (jack) tipo Cannon* (XLR) a conector macho (plug) de 6,3 mm, monoaural. Su cable es blindado en espiral y mide 6 m.",Otros,[]
"Cable de alimentación (Interlock) para extensión de 1.5 m, 18 AWG","Conector tomacorriente (Interlock) para extensión, de 1,5 m de largo, con cable calibre 18 AWG tipo SPT-2, en color negro. Para armar extensiones de cables o conexión directa a sus equipos.",Otros,[]
"Soporte para pantallas de 37"" a 70"", con ajuste de inclinación","Para pantallas de 37 a 70 pulgadas, Con este soporte, tu pantalla lucirá en la pared como un cuadro o una pintura, así que le dará un toque de elegancia y modernidad al entorno.",Soporte TV,"El Soporte para Pantalla Steren es la solución perfecta para tener tu pantalla de 37 a 70 pulgadas colgada en la pared. Esta base para TV ofrece un brazo para TV de ajuste de inclinación, para que tu pantalla luzca como una obra de arte en tu hogar. La instalación es de Simplo, permitiendo una fácil instalación sin el uso de herramientas. El diseño moderno y elegante de este soporte para pantallas, te permitirá darle un toque de modernidad a tu sala de estar. El Soporte para Pantalla Steren es una solución segura y fácil para montar tu pantalla en la pared."
"Trompeta redonda de 20"" sin unidad, de aluminio",Puedes colocarle nuestra unidad TU-100 (100 W),Otros,[]
"Cable USB A a USB C reforzado, de 1.2 m","Protección strain relief (alivio de tensión) para protección contra dobleces o torsión, Con este cable, conecta dispositivos USB C a equipos de conexión estándar USB y transfiere datos, o recarga de forma rápida y segura ya que es compatible con cargadores Turbo Charge o Quick Charge (QC).",Otros,[]
"Divisor de 3 salidas, de 75 Ohms, 1 GHz, 90 dB","Divisor (Splitter) de alto rendimiento, con 3 salidas de 75 Ohms para señal de televisión, cable o satélite, de 1 GHz, escudo de 90 dB para RFI (Interferencia de Radio Frecuencia) caja de aleación de Zinc sellada con resina epóxica, acabado en cromo anticorrosivo, con pérdida de inserción en un puerto de 3,5 a 4,5 dB y de 6,8 a 8,2 en los dos restantes, aislamiento de puertos de 20 a 25 dB y pérdida-retorno de 15 a 18 dB.",Otros,[]
Receptor de audio Bluetooth* y manos libres con batería recargable,"¡Convierte tu autoestéreo en Bluetooth! Escucha música y contesta llamadas utilizando las bocinas de tu auto., Convierte tu autoestéreo en un equipo Bluetooth*, con este receptor de audio podrás reproducir tu música favorita con libertad inalámbrica desde tu smartphone y además tendrás la función de manos libres por lo que podrás atender llamadas y escuchar la conversación desde las bocinas de tu auto.",Otros,[]
Cable USB a micro USB de 1 m,"Recarga y sincroniza tus dispositivos, Con este cable USB a micro USB, recarga y sincroniza tus dispositivos.",Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal ""R""","Modulador fijo de Audio/Video para el canal R, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
"Atenuador fijo tipo mini de 1 GHz, 8 dB","Atenuador en línea tipo mini de 8 dB con bloqueo de voltaje, ancho de banda de 5 MHz a 1 GHz, pérdida por retorno de 20 dB, cuerpo de latón sólido recubierto de niquel, tarjeta de circuito impreso en cerámica monolítica que asegura una construcción robusta, resistor grabado tipo vidriado que provee una exactitud de mas menos 5%.",Otros,[]
"Líquido para máquina de humo, 1 litro",", Este líquido es el complemento exacto para nuestras máquinas de humo modelos FOG-050 y FOG-100; gracias a su fórmula a base agua de alta calidad no es tóxico, es \xa0altamente confiable y seguro, no debe faltarte para que no te quedes sin efecto de humo en tus fiestas, reuniones, coreografías o puestas en escena.",Otros,[]
"Megáfono de 25 W con micrófono tipo patrullero, para hombro",", Con este megáfono, amplifica el volumen de tu voz para que más personas te escuchen, ya que tiene potencia de 25 watts y alcance de hasta 1 km en áreas suburbanas (libres de ruido y obstáculos) o 500 m en ciudad.",Otros,[]
Sensor Wi-Fi* detector de agua,"Este sensor Wi-Fi es ideal para detectar derrames de agua en lugares como baños, sótanos, cocinas y más.",Otros,[]
"Pedestal (tripié) de 3 posiciones, para bafles",Con este pedestal aprovecha todo el potencial de sonido de tus bafles amplificados al colocarlos a una altura adecuada y además protégelos al no dejarlos en el piso.,Otros,[]
Audífono manos libres para RAD-510 / 530 / 630,"Comunicación efectiva con privacidad para tu equipo de trabajo, Este audífono manos libres dará privacidad en la comunicación a tu equipo de trabajo.",Otros,[]
"Cable plug a plug RJ11 de 10m, para extensión telefónica","Cable telefónico con 2 conectores macho (plug) RJ11, de 4 hilos, para extensión. Mide 10 m y es de color marfil.",Otros,[]
Cable de alimentación para 4 cámaras,"¡Concentra las conexiones de alimentación en una sola y olvídate de cables!, ¡Concentra todas las conexiones de alimentación en una sola y olvídate de los enredosos cables!",Otros,[]
Micrófono USB de condensador con cuello flexible y botón touch,"Haz streamings con calidad de audio superior, Haz que tus streamings tengan una calidad de audio superior con este micrófono USB para escritorio.",Otros,[]
"Plug banana apilable, negro","Conector macho (plug) tipo Phillips (banana), apilable, para soldar. Fabricado en plástico color negro.",Otros,[]
"Audífonos Bluetooth* FreePods Touch True Wireless, negros","¡Disfruta el sonido de gran calidad que te sumergirá en la acción!, ¡Disfruta de tu música favorita libre de cables!",Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal ""H""","Modulador fijo de Audio/Video para el canal H, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
"Bafle doble de 15"" 6,000 W PMPO profesional Bluetooth* con luz LED","¡Revienta la fiesta con máxima potencia y con excelente calidad de audio!, Revienta la fiesta con toda la potencia y excelente sonido de este bafle de doble woofer, sus 6 000 WPMPO e iluminación LED prenderán al máximo el ambiente.",Otros,[]
Transmisor FM Bluetooth* con cargador USB y reproductor MP3,"Transforma tu autoestéreo en Bluetooth, ¡Con este transmisor convierte tu autoestéreo en Bluetooth!",Otros,[]
Divisor con amplificador HDMI UHD 4K de 8 salidas,"Su amplificador permite enviar señal HDMI sin pérdida de calidad en imagen o sonido, Este divisor (splitter) es ideal para restaurantes, hoteles, salas de espera o cualquier lugar en donde se requiera ver la misma imagen en diferentes áreas al mismo tiempo.",Otros,[]
"Cable VGA de 1,8 m reforzado y con filtros de ferrita","Cable Elite para monitor con conector macho (plug) VGA (DB15HD) a conector macho (plug) VGA (DB15HD), de 1,8 m, con filtro de ferrita toroidal, que es un pequeño anillo de aleación de diferentes metales, y baño en oro Premium, que permiten una transferencia de imagen y datos más rápida, evitando interferencias. Ideal para conectar monitores VGA, SVGA y UVGA o proyectores.",Otros,[]
"Conector macho tipo ""F"" para cable RG59, de enroscar","Conector macho (plug) tipo ""F"" para cable coaxial RG59, con anillo integrado de enroscar.",Otros,[]
Cámara para auto con grabador Full HD y WDR,"¡Guarda la evidencia en alta definición de lo que suceda en tu viaje!, Graba en alta definición Full HD todo lo que suceda durante tus viajes en automóvil. Con esta cámara tendrás registros precisos, con fecha y hora, de cualquier eventualidad.",Otros,[]
"Cable HDMI® 2.0 de alta velocidad, de 5 m","Transmite contenido de audio y video digital en UHD (hasta 8K) a una super velocidad, Con este cable HDMI, transmite contenido de audio y video digital en ultra alta definición (hasta 4K) con alta velocidad.",Otros,[]
"Mini proyector multimedia de 2800 lúmenes, portátil","Haz proyecciones con buena calidad de imagen. Ideal para el entretenimiento, Con este proyector disfruta películas, eventos deportivos, videos, fotos y más para pasar horas de diversión con tu familia y amigos.",Otros,[]
"Selector HDMI 4K de 4 entradas y 2 salidas, con función PIP","Multiplica las entradas HDMI en 2 pantallas, Multiplica las entradas HDMI en 2 pantallas, gracias a que este selector es de 4 entradas y 2 salidas.",Otros,[]
"Cable UTP CAT5E CCA, azul",Utiliza este cable UTP categoría 5e para realizar instalaciones de redes de computadoras y periféricos (como impresoras o scanners).,Otros,[]
"Cable RCA plug a 2 jacks, de 15 cm","Cable de audio para Teatro en Casa (Home Theater), con dos conectores hembra (jack) RCA a un conector macho (plug) RCA, platinados en oro, que permiten máxima transferencia de señal y mínima distorsión, para disfrutar la música de sus películas como si estuviera en el cine. Su cable es de uso rudo con doble recubrimiento tipo ""Phyton"" y mide 15 cm.",Otros,[]
3 contactos Wi-Fi,"Enciende aparatos eléctricos con tu celular ¡desde donde estés!, ¡Convierte tu casa en una Smart Home!",Otros,[]
"Divisor de 4 salidas, de 75 Ohms, 1 GHz, 90 dB","Divisor (Splitter) de alto rendimiento, con 4 salidas de 75 Ohms para señal de televisión, cable o satélite, de 1 GHz, escudo de 90 dB para RFI (Interferencia de Radio Frecuencia) caja de aleación de Zinc sellada con resina epóxica, acabado en cromo anticorrosivo, con pérdida de inserción de 6,8 a 8,2 dB, aislamiento de puertos de 20 a 25 dB y pérdida-retorno de 15 a 18 dB.",Otros,[]
Amplificador de audio de 40 W Bluetooth*,"Entradas para 12 Vcc o 120 Vca (úsalo en tu auto o negocio), Con este amplificador, sonoriza espacios con música ambiental, haz voceo de personal o promociona tu negocio, con audio de gran potencia. Utilízalo como te convenga, en alguno de sus diferentes modos de reproducción que le dan versatilidad.",Otros,[]
Transmisor de audio Bluetooth,"¡Haz que cualquier equipo transmita audio por Bluetooth!, ¡Haz que cualquier equipo transmita audio por Bluetooth!",Otros,[]
Base auto adherible para cinchos sujetacables,"Base autoadherible de nylon, de 2,8 x 2,8 cm, color blanco, para cinchos sujetacables (TY-RAP*) de hasta 5 mm de ancho. Útil para mantener organizados cables de uso eléctrico o electrónico en superficies planas (pared o metal).",Otros,[]
"Cable plug 3,5 mm a 2 plug RCA de 3,6 m, reforzado","Realiza conexiones confiables de audio, Con este cable auxiliar conecta reproductores de audio, como celulares, tablets, laptops o pantallas, con salida de audio 3,5 mm a equipos de sonido con entrada de sonido RCA, como Home Theaters, bafles amplificados o barras de sonido.",Otros,[]
"Cable HDMI® con conectores niquelados, de 1,8 m","Lleva a tu pantalla todo el contenido HDMI desde tus equipos digitales., Transmite la señal digital desde tus dispositivos HDMI* hasta tu pantalla y disfruta tus películas, videojuegos y programas preferidos con gran calidad en imagen y sonido.",Otros,[]
"Cable USB C a plug 3,5 mm de 1,2 m",¡Pon el audio donde quieras!,Otros,[]
"50 grapas para cable coaxial RG6, blancas","50 grapas blancas para cable coaxial RG6 con clavo para concreto de 1 pulgada (2,5cm).",Otros,[]
Barra de sonido 250 W PMPO Bluetooth*,"Dale mayor poder de sonido a tu pantalla para ver series, películas y más con audio superior, Dale a tu pantalla el sonido que merece con la gran potencia de esta barra de sonido. Además, con sus múltiples conexiones, te dará la solución que necesitas.",Otros,[]
Audífonos para niños,"Que los más pequeños del hogar disfruten de su música, Que los más pequeños del hogar disfruten de su música o videos preferidos, con la tranquilidad de que el volumen será perfecto para sus oídos.",Otros,[]
Adaptador HDMI® giratorio,Ideal para conexiones cerca de paredes,Otros,[]
